id,recorder,date,tree,time,darter,reed_corm,wb_corm,openbill,yb_stork,great_egret,yb_egret,s_ibis,grey_heron,african_spoonbill,other,obs,timestamp,total_nests_tree
1,SN,2026-04-07T00:00:00Z,1,1899-12-31T07:52:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T07:52:00Z,4
2,SN,2026-04-07T00:00:00Z,2,1899-12-31T07:53:00Z,0,0,0,7,8,0,0,0,0,0,NA,NA,2026-04-07T07:53:00Z,15
3,SN,2026-04-07T00:00:00Z,3,1899-12-31T07:54:00Z,0,0,0,5,0,0,0,0,0,0,NA,NA,2026-04-07T07:54:00Z,5
4,SN,2026-04-07T00:00:00Z,4,1899-12-31T07:58:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T07:58:00Z,3
5,SN,2026-04-07T00:00:00Z,5,1899-12-31T07:58:00Z,0,0,0,6,0,0,0,0,0,0,NA,NA,2026-04-07T07:58:00Z,6
6,SN,2026-04-07T00:00:00Z,6,1899-12-31T08:03:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T08:03:00Z,4
7,SN,2026-04-07T00:00:00Z,7,1899-12-31T08:04:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T08:04:00Z,4
8,SN,2026-04-07T00:00:00Z,8,1899-12-31T08:06:00Z,0,0,0,3,3,2,2,0,0,0,NA,NA,2026-04-07T08:06:00Z,10
9,SN,2026-04-07T00:00:00Z,9,1899-12-31T08:07:00Z,0,0,0,0,3,0,0,0,0,0,NA,NA,2026-04-07T08:07:00Z,3
10,SN,2026-04-07T00:00:00Z,10,1899-12-31T08:07:00Z,0,0,0,2,4,0,0,0,0,0,NA,NA,2026-04-07T08:07:00Z,6
11,SN,2026-04-07T00:00:00Z,11,1899-12-31T08:10:00Z,0,0,0,6,1,0,0,0,0,0,NA,NA,2026-04-07T08:10:00Z,7
12,SN,2026-04-07T00:00:00Z,12,1899-12-31T08:14:00Z,0,0,0,6,2,4,0,0,0,0,NA,1 dead great egret,2026-04-07T08:14:00Z,12
13,SN,2026-04-07T00:00:00Z,13,1899-12-31T08:17:00Z,0,0,0,7,2,0,0,0,0,0,NA,NA,2026-04-07T08:17:00Z,9
14,SN,2026-04-07T00:00:00Z,14,1899-12-31T08:20:00Z,0,0,0,0,1,0,0,0,0,0,NA,NA,2026-04-07T08:20:00Z,1
15,SN,2026-04-07T00:00:00Z,15,1899-12-31T08:22:00Z,0,0,0,0,1,3,0,0,2,0,NA,NA,2026-04-07T08:22:00Z,6
16,SN,2026-04-07T00:00:00Z,16,1899-12-31T08:22:00Z,0,0,0,0,5,0,0,0,1,0,NA,NA,2026-04-07T08:22:00Z,6
17,SN,2026-04-07T00:00:00Z,17,1899-12-31T08:23:00Z,0,0,0,0,2,0,0,0,3,0,NA,NA,2026-04-07T08:23:00Z,5
18,SN,2026-04-07T00:00:00Z,18,1899-12-31T08:29:00Z,0,0,0,0,0,3,0,0,0,0,NA,NA,2026-04-07T08:29:00Z,3
19,SN,2026-04-07T00:00:00Z,19,1899-12-31T08:30:00Z,0,0,0,0,0,0,4,0,1,0,NA,NA,2026-04-07T08:30:00Z,5
20,SN,2026-04-07T00:00:00Z,20,1899-12-31T08:32:00Z,0,0,0,0,0,0,1,1,0,0,NA,NA,2026-04-07T08:32:00Z,2
21,SN,2026-04-07T00:00:00Z,21,1899-12-31T08:35:00Z,0,0,0,5,3,0,0,0,0,0,NA,NA,2026-04-07T08:35:00Z,8
22,SN,2026-04-07T00:00:00Z,22,1899-12-31T08:37:00Z,0,0,0,4,2,0,0,0,0,0,NA,1 dead great egret,2026-04-07T08:37:00Z,6
23,SN,2026-04-07T00:00:00Z,23,1899-12-31T08:42:00Z,0,0,0,0,5,0,0,0,0,0,NA,NA,2026-04-07T08:42:00Z,5
24,SN,2026-04-07T00:00:00Z,24,1899-12-31T08:42:00Z,0,0,0,0,3,0,1,0,0,0,NA,NA,2026-04-07T08:42:00Z,4
25,SN,2026-04-07T00:00:00Z,25,1899-12-31T08:46:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T08:46:00Z,3
26,SN,2026-04-07T00:00:00Z,26,1899-12-31T08:47:00Z,0,0,0,2,4,0,0,0,0,0,NA,NA,2026-04-07T08:47:00Z,6
27,SN,2026-04-07T00:00:00Z,27,1899-12-31T08:50:00Z,0,0,1,1,3,0,1,0,0,0,NA,NA,2026-04-07T08:50:00Z,6
28,SN,2026-04-07T00:00:00Z,28,1899-12-31T08:53:00Z,0,0,0,0,6,0,0,0,0,0,NA,NA,2026-04-07T08:53:00Z,6
29,SN,2026-04-07T00:00:00Z,29,1899-12-31T08:54:00Z,0,0,0,0,8,0,0,0,0,0,NA,NA,2026-04-07T08:54:00Z,8
30,SN,2026-04-07T00:00:00Z,30,1899-12-31T08:56:00Z,0,0,0,0,3,0,0,0,0,0,NA,NA,2026-04-07T08:56:00Z,3
31,SN,2026-04-07T00:00:00Z,31,1899-12-31T08:56:00Z,0,0,0,0,4,0,0,0,0,0,NA,NA,2026-04-07T08:56:00Z,4
32,SN,2026-04-07T00:00:00Z,32,1899-12-31T08:57:00Z,0,0,0,5,4,0,0,0,0,0,NA,NA,2026-04-07T08:57:00Z,9
33,SN,2026-04-07T00:00:00Z,33,1899-12-31T08:59:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T08:59:00Z,4
34,SN,2026-04-07T00:00:00Z,34,1899-12-31T08:59:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T08:59:00Z,4
35,SN,2026-04-07T00:00:00Z,35,1899-12-31T09:00:00Z,0,0,8,0,4,0,0,0,0,0,NA,NA,2026-04-07T09:00:00Z,12
36,SN,2026-04-07T00:00:00Z,36,1899-12-31T09:01:00Z,0,0,5,0,5,0,0,0,0,0,NA,NA,2026-04-07T09:01:00Z,10
37,SN,2026-04-07T00:00:00Z,37,1899-12-31T09:01:00Z,0,0,0,0,3,0,0,0,0,0,NA,NA,2026-04-07T09:01:00Z,3
38,SN,2026-04-07T00:00:00Z,38,1899-12-31T09:02:00Z,0,0,0,0,4,5,0,0,0,0,NA,NA,2026-04-07T09:02:00Z,9
39,SN,2026-04-07T00:00:00Z,39,1899-12-31T09:03:00Z,0,0,0,3,6,0,0,0,0,0,NA,NA,2026-04-07T09:03:00Z,9
40,SN,2026-04-07T00:00:00Z,40,1899-12-31T09:06:00Z,0,0,0,3,0,0,2,0,1,0,NA,NA,2026-04-07T09:06:00Z,6
41,SN,2026-04-07T00:00:00Z,41,1899-12-31T09:08:00Z,0,0,0,3,5,0,0,0,0,0,NA,NA,2026-04-07T09:08:00Z,8
42,SN,2026-04-07T00:00:00Z,42,1899-12-31T09:08:00Z,0,0,3,0,4,0,0,0,0,0,NA,NA,2026-04-07T09:08:00Z,7
43,SN,2026-04-07T00:00:00Z,43,1899-12-31T09:16:00Z,0,0,0,3,3,0,0,0,0,0,NA,NA,2026-04-07T09:16:00Z,6
44,SN,2026-04-07T00:00:00Z,44,1899-12-31T09:16:00Z,0,0,0,5,3,0,0,0,0,0,NA,NA,2026-04-07T09:16:00Z,8
45,SN,2026-04-07T00:00:00Z,45,1899-12-31T09:16:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T09:16:00Z,4
46,SN,2026-04-07T00:00:00Z,46,1899-12-31T09:16:00Z,0,0,0,2,0,0,0,0,0,0,NA,NA,2026-04-07T09:16:00Z,2
47,SN,2026-04-07T00:00:00Z,47,1899-12-31T09:19:00Z,0,0,0,5,0,0,0,0,0,0,NA,NA,2026-04-07T09:19:00Z,5
48,SN,2026-04-07T00:00:00Z,48,1899-12-31T09:20:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T09:20:00Z,3
49,SN,2026-04-07T00:00:00Z,49,1899-12-31T09:21:00Z,0,0,0,13,0,0,0,0,0,0,NA,NA,2026-04-07T09:21:00Z,13
50,SN,2026-04-07T00:00:00Z,50,1899-12-31T09:21:00Z,0,0,0,0,2,0,0,0,0,0,NA,NA,2026-04-07T09:21:00Z,2
51,SN,2026-04-07T00:00:00Z,51,1899-12-31T09:21:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T09:21:00Z,3
52,SN,2026-04-07T00:00:00Z,52,1899-12-31T09:24:00Z,0,0,0,2,12,0,0,0,0,0,NA,NA,2026-04-07T09:24:00Z,14
53,SN,2026-04-07T00:00:00Z,53,1899-12-31T09:24:00Z,0,0,0,0,1,0,0,0,0,0,NA,NA,2026-04-07T09:24:00Z,1
54,SN,2026-04-07T00:00:00Z,54,1899-12-31T09:24:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T09:24:00Z,4
55,SN,2026-04-07T00:00:00Z,55,1899-12-31T09:25:00Z,0,0,0,0,3,0,1,0,0,0,NA,NA,2026-04-07T09:25:00Z,4
56,SN,2026-04-07T00:00:00Z,56,1899-12-31T09:26:00Z,0,0,0,4,6,0,0,0,0,0,NA,NA,2026-04-07T09:26:00Z,10
57,SN,2026-04-07T00:00:00Z,57,1899-12-31T09:28:00Z,0,0,0,7,0,0,0,0,0,0,NA,NA,2026-04-07T09:28:00Z,7
58,SN,2026-04-07T00:00:00Z,58,1899-12-31T09:30:00Z,0,0,0,9,0,0,3,0,0,0,NA,NA,2026-04-07T09:30:00Z,12
59,SN,2026-04-07T00:00:00Z,59,1899-12-31T09:32:00Z,0,0,0,8,0,0,0,0,0,0,NA,NA,2026-04-07T09:32:00Z,8
60,SN,2026-04-07T00:00:00Z,60,1899-12-31T09:32:00Z,0,0,0,4,10,0,0,0,0,0,NA,NA,2026-04-07T09:32:00Z,14
61,SN,2026-04-07T00:00:00Z,61,1899-12-31T09:34:00Z,0,0,0,0,5,0,0,0,0,0,NA,NA,2026-04-07T09:34:00Z,5
62,SN,2026-04-07T00:00:00Z,62,1899-12-31T09:34:00Z,0,0,0,0,2,0,0,0,0,0,NA,NA,2026-04-07T09:34:00Z,2
63,SN,2026-04-07T00:00:00Z,63,1899-12-31T09:34:00Z,0,0,0,0,2,0,0,0,0,0,NA,NA,2026-04-07T09:34:00Z,2
64,SN,2026-04-07T00:00:00Z,64,1899-12-31T09:35:00Z,0,0,0,5,4,0,2,0,0,0,NA,NA,2026-04-07T09:35:00Z,11
65,SN,2026-04-07T00:00:00Z,65,1899-12-31T09:36:00Z,0,0,0,0,7,0,0,0,0,0,NA,NA,2026-04-07T09:36:00Z,7
66,SN,2026-04-07T00:00:00Z,66,1899-12-31T09:37:00Z,0,0,0,0,1,0,0,0,0,0,NA,NA,2026-04-07T09:37:00Z,1
67,SN,2026-04-07T00:00:00Z,67,1899-12-31T09:37:00Z,0,0,0,0,2,0,0,0,0,0,NA,NA,2026-04-07T09:37:00Z,2
68,SN,2026-04-07T00:00:00Z,68,1899-12-31T09:41:00Z,0,0,0,8,4,0,0,0,0,0,NA,NA,2026-04-07T09:41:00Z,12
69,SN,2026-04-07T00:00:00Z,69,1899-12-31T09:42:00Z,0,0,0,4,3,0,0,0,1,0,NA,NA,2026-04-07T09:42:00Z,8
70,SN,2026-04-07T00:00:00Z,70,1899-12-31T09:43:00Z,0,0,0,4,2,0,0,0,1,0,NA,1 dead grey heron,2026-04-07T09:43:00Z,7
71,SN,2026-04-07T00:00:00Z,71,1899-12-31T09:44:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T09:44:00Z,3
72,SN,2026-04-07T00:00:00Z,72,1899-12-31T09:44:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T09:44:00Z,3
73,SN,2026-04-07T00:00:00Z,73,1899-12-31T09:46:00Z,0,0,0,5,0,0,5,0,0,0,NA,NA,2026-04-07T09:46:00Z,10
74,SN,2026-04-07T00:00:00Z,74,1899-12-31T09:49:00Z,0,0,0,0,4,0,0,0,0,0,NA,NA,2026-04-07T09:49:00Z,4
75,SN,2026-04-07T00:00:00Z,75,1899-12-31T09:52:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T09:52:00Z,3
76,SN,2026-04-07T00:00:00Z,76,1899-12-31T09:53:00Z,0,0,0,2,0,0,0,0,0,0,NA,NA,2026-04-07T09:53:00Z,2
77,SN,2026-04-07T00:00:00Z,77,1899-12-31T09:53:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T09:53:00Z,3
78,SN,2026-04-07T00:00:00Z,78,1899-12-31T09:54:00Z,0,0,0,7,0,0,0,0,0,0,NA,NA,2026-04-07T09:54:00Z,7
79,SN,2026-04-07T00:00:00Z,79,1899-12-31T09:54:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T09:54:00Z,3
80,SN,2026-04-07T00:00:00Z,80,1899-12-31T09:56:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T09:56:00Z,3
81,SN,2026-04-07T00:00:00Z,81,1899-12-31T09:56:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T09:56:00Z,3
82,SN,2026-04-07T00:00:00Z,82,1899-12-31T10:04:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T10:04:00Z,3
83,SN,2026-04-07T00:00:00Z,83,1899-12-31T10:05:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T10:05:00Z,3
84,SN,2026-04-07T00:00:00Z,84,1899-12-31T10:05:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T10:05:00Z,3
85,SN,2026-04-07T00:00:00Z,85,1899-12-31T10:05:00Z,0,0,0,1,0,0,0,0,0,0,NA,NA,2026-04-07T10:05:00Z,1
86,SN,2026-04-07T00:00:00Z,86,1899-12-31T10:07:00Z,0,0,0,2,0,0,0,0,0,0,NA,NA,2026-04-07T10:07:00Z,2
87,SN,2026-04-07T00:00:00Z,87,1899-12-31T10:07:00Z,0,0,0,2,0,0,0,0,0,0,NA,NA,2026-04-07T10:07:00Z,2
88,SN,2026-04-07T00:00:00Z,88,1899-12-31T10:07:00Z,0,0,0,6,0,0,0,0,0,0,NA,NA,2026-04-07T10:07:00Z,6
89,SN,2026-04-07T00:00:00Z,89,1899-12-31T10:07:00Z,0,0,0,2,0,0,0,0,0,0,NA,NA,2026-04-07T10:07:00Z,2
90,SN,2026-04-07T00:00:00Z,90,1899-12-31T10:07:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T10:07:00Z,4
91,SN,2026-04-07T00:00:00Z,91,1899-12-31T10:07:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T10:07:00Z,3
92,SN,2026-04-07T00:00:00Z,92,1899-12-31T10:07:00Z,0,0,0,3,1,0,0,0,0,0,NA,NA,2026-04-07T10:07:00Z,4
93,SN,2026-04-07T00:00:00Z,93,1899-12-31T10:07:00Z,0,1,0,2,0,0,0,0,0,0,NA,NA,2026-04-07T10:07:00Z,3
94,SN,2026-04-07T00:00:00Z,94,1899-12-31T10:08:00Z,0,0,0,3,0,0,0,0,1,0,NA,NA,2026-04-07T10:08:00Z,4
95,SN,2026-04-07T00:00:00Z,95,1899-12-31T10:09:00Z,0,1,4,0,0,0,0,0,0,0,NA,NA,2026-04-07T10:09:00Z,5
96,SN,2026-04-07T00:00:00Z,96,1899-12-31T10:11:00Z,0,0,4,0,0,0,0,0,0,0,NA,NA,2026-04-07T10:11:00Z,4
97,SN,2026-04-07T00:00:00Z,97,1899-12-31T10:13:00Z,0,4,0,5,7,0,0,0,0,0,NA,NA,2026-04-07T10:13:00Z,16
98,SN,2026-04-07T00:00:00Z,98,1899-12-31T10:17:00Z,0,0,0,6,0,0,0,0,0,0,NA,NA,2026-04-07T10:17:00Z,6
99,SN,2026-04-07T00:00:00Z,99,1899-12-31T10:20:00Z,0,0,0,5,0,0,0,0,0,0,NA,NA,2026-04-07T10:20:00Z,5
100,SN,2026-04-07T00:00:00Z,100,1899-12-31T10:22:00Z,0,0,3,4,0,0,0,0,0,0,NA,NA,2026-04-07T10:22:00Z,7
101,SN,2026-04-07T00:00:00Z,101,1899-12-31T10:28:00Z,0,0,0,0,5,0,0,0,0,0,NA,NA,2026-04-07T10:28:00Z,5
102,SN,2026-04-07T00:00:00Z,102,1899-12-31T10:31:00Z,0,0,0,0,6,0,0,0,0,0,NA,NA,2026-04-07T10:31:00Z,6
103,SN,2026-04-07T00:00:00Z,103,1899-12-31T10:31:00Z,0,0,0,0,5,0,0,0,0,0,NA,NA,2026-04-07T10:31:00Z,5
104,SN,2026-04-07T00:00:00Z,104,1899-12-31T10:31:00Z,0,0,0,0,7,0,0,0,0,0,NA,NA,2026-04-07T10:31:00Z,7
105,SN,2026-04-07T00:00:00Z,105,1899-12-31T10:31:00Z,0,0,0,5,0,0,0,0,0,0,NA,NA,2026-04-07T10:31:00Z,5
106,SN,2026-04-07T00:00:00Z,106,1899-12-31T10:31:00Z,0,0,0,6,0,0,0,0,0,0,NA,NA,2026-04-07T10:31:00Z,6
107,SN,2026-04-07T00:00:00Z,107,1899-12-31T10:31:00Z,0,0,0,0,11,0,0,0,0,0,NA,NA,2026-04-07T10:31:00Z,11
108,SN,2026-04-07T00:00:00Z,108,1899-12-31T10:32:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T10:32:00Z,3
109,SN,2026-04-07T00:00:00Z,109,1899-12-31T10:32:00Z,0,0,0,0,5,0,0,0,0,0,NA,NA,2026-04-07T10:32:00Z,5
110,SN,2026-04-07T00:00:00Z,110,1899-12-31T10:34:00Z,0,0,0,3,8,0,1,0,0,0,NA,NA,2026-04-07T10:34:00Z,12
111,SN,2026-04-07T00:00:00Z,111,1899-12-31T10:35:00Z,0,0,0,1,0,0,0,0,0,0,NA,NA,2026-04-07T10:35:00Z,1
112,SN,2026-04-07T00:00:00Z,112,1899-12-31T10:35:00Z,0,0,0,6,0,0,0,0,0,0,NA,NA,2026-04-07T10:35:00Z,6
113,SN,2026-04-07T00:00:00Z,113,1899-12-31T10:36:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T10:36:00Z,4
114,SN,2026-04-07T00:00:00Z,114,1899-12-31T10:36:00Z,0,0,0,4,1,0,0,0,0,0,NA,NA,2026-04-07T10:36:00Z,5
115,SN,2026-04-07T00:00:00Z,115,1899-12-31T10:39:00Z,0,0,0,5,0,0,0,0,0,0,NA,NA,2026-04-07T10:39:00Z,5
116,SN,2026-04-07T00:00:00Z,116,1899-12-31T10:39:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T10:39:00Z,3
117,SN,2026-04-07T00:00:00Z,117,1899-12-31T10:40:00Z,0,0,0,5,0,0,0,0,0,0,NA,NA,2026-04-07T10:40:00Z,5
118,SN,2026-04-07T00:00:00Z,118,1899-12-31T10:40:00Z,0,0,0,10,0,0,0,0,0,0,NA,NA,2026-04-07T10:40:00Z,10
119,SN,2026-04-07T00:00:00Z,119,1899-12-31T10:40:00Z,0,0,0,7,3,2,0,0,0,0,NA,NA,2026-04-07T10:40:00Z,12
120,SN,2026-04-07T00:00:00Z,120,1899-12-31T10:40:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T10:40:00Z,4
121,SN,2026-04-07T00:00:00Z,121,1899-12-31T10:45:00Z,0,0,0,6,0,0,0,0,0,0,NA,NA,2026-04-07T10:45:00Z,6
122,SN,2026-04-07T00:00:00Z,122,1899-12-31T10:48:00Z,4,0,0,0,0,0,0,0,0,0,NA,NA,2026-04-07T10:48:00Z,4
123,SN,2026-04-07T00:00:00Z,123,1899-12-31T10:48:00Z,0,0,0,6,0,0,0,0,0,0,NA,NA,2026-04-07T10:48:00Z,6
124,SN,2026-04-07T00:00:00Z,124,1899-12-31T10:49:00Z,0,0,0,3,0,0,1,0,0,0,NA,NA,2026-04-07T10:49:00Z,4
125,SN,2026-04-07T00:00:00Z,125,1899-12-31T10:52:00Z,0,0,0,12,0,0,2,0,0,0,NA,1 dead great egret,2026-04-07T10:52:00Z,14
126,SN,2026-04-07T00:00:00Z,126,1899-12-31T10:52:00Z,0,0,0,6,0,0,0,0,0,0,NA,NA,2026-04-07T10:52:00Z,6
127,SN,2026-04-07T00:00:00Z,127,1899-12-31T10:53:00Z,0,0,0,3,0,0,0,0,0,0,NA,1 dead openbill,2026-04-07T10:53:00Z,3
128,SN,2026-04-07T00:00:00Z,128,1899-12-31T10:54:00Z,1,0,0,0,0,10,0,0,0,0,NA,NA,2026-04-07T10:54:00Z,11
129,SN,2026-04-07T00:00:00Z,129,1899-12-31T10:55:00Z,0,0,0,4,0,0,1,0,0,0,NA,NA,2026-04-07T10:55:00Z,5
130,SN,2026-04-07T00:00:00Z,130,1899-12-31T10:56:00Z,2,4,0,0,0,0,0,0,0,0,NA,NA,2026-04-07T10:56:00Z,6
131,SN,2026-04-07T00:00:00Z,131,1899-12-31T10:56:00Z,0,6,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T10:56:00Z,9
132,SN,2026-04-07T00:00:00Z,132,1899-12-31T10:57:00Z,0,0,0,3,0,0,0,2,0,0,NA,NA,2026-04-07T10:57:00Z,5
133,SN,2026-04-07T00:00:00Z,133,1899-12-31T10:59:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T10:59:00Z,4
134,SN,2026-04-07T00:00:00Z,134,1899-12-31T11:00:00Z,0,0,0,6,0,0,0,0,0,0,NA,NA,2026-04-07T11:00:00Z,6
135,SN,2026-04-07T00:00:00Z,135,1899-12-31T11:02:00Z,0,0,0,17,0,0,0,0,0,0,NA,NA,2026-04-07T11:02:00Z,17
136,SN,2026-04-07T00:00:00Z,136,1899-12-31T11:03:00Z,0,0,0,7,0,0,0,2,0,0,NA,NA,2026-04-07T11:03:00Z,9
137,SN,2026-04-07T00:00:00Z,137,1899-12-31T11:03:00Z,0,0,0,12,0,0,0,0,0,0,NA,NA,2026-04-07T11:03:00Z,12
138,SN,2026-04-07T00:00:00Z,138,1899-12-31T11:03:00Z,0,0,0,7,0,0,0,1,0,0,NA,NA,2026-04-07T11:03:00Z,8
139,SN,2026-04-07T00:00:00Z,139,1899-12-31T11:03:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T11:03:00Z,4
140,SN,2026-04-07T00:00:00Z,140,1899-12-31T11:04:00Z,0,0,0,3,0,1,0,0,0,0,NA,NA,2026-04-07T11:04:00Z,4
141,SN,2026-04-07T00:00:00Z,141,1899-12-31T11:06:00Z,3,0,0,0,1,1,0,0,0,0,NA,NA,2026-04-07T11:06:00Z,5
142,SN,2026-04-07T00:00:00Z,142,1899-12-31T11:06:00Z,0,0,3,0,1,0,0,0,0,0,NA,NA,2026-04-07T11:06:00Z,4
143,SN,2026-04-07T00:00:00Z,143,1899-12-31T11:06:00Z,0,0,0,0,2,0,0,0,0,0,NA,NA,2026-04-07T11:06:00Z,2
144,SN,2026-04-07T00:00:00Z,144,1899-12-31T11:06:00Z,0,0,0,4,0,0,2,0,0,0,NA,NA,2026-04-07T11:06:00Z,6
145,SN,2026-04-07T00:00:00Z,145,1899-12-31T11:07:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T11:07:00Z,3
146,SN,2026-04-07T00:00:00Z,146,1899-12-31T11:07:00Z,0,0,0,8,0,0,0,0,0,0,NA,NA,2026-04-07T11:07:00Z,8
147,SN,2026-04-07T00:00:00Z,147,1899-12-31T11:07:00Z,0,0,0,3,0,0,1,0,0,0,NA,NA,2026-04-07T11:07:00Z,4
148,SN,2026-04-07T00:00:00Z,148,1899-12-31T11:10:00Z,2,0,0,0,0,0,0,0,0,2,NA,NA,2026-04-07T11:10:00Z,4
149,SN,2026-04-07T00:00:00Z,149,1899-12-31T11:12:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T11:12:00Z,3
150,SN,2026-04-07T00:00:00Z,150,1899-12-31T11:13:00Z,0,0,0,3,5,0,0,4,0,1,NA,NA,2026-04-07T11:13:00Z,13
151,SN,2026-04-07T00:00:00Z,151,1899-12-31T11:14:00Z,0,0,0,5,0,0,0,0,0,0,NA,NA,2026-04-07T11:14:00Z,5
152,SN,2026-04-07T00:00:00Z,152,1899-12-31T11:14:00Z,0,0,0,4,3,0,0,2,0,0,NA,NA,2026-04-07T11:14:00Z,9
153,SN,2026-04-07T00:00:00Z,153,1899-12-31T11:14:00Z,0,0,0,5,0,0,0,0,1,0,NA,NA,2026-04-07T11:14:00Z,6
154,SN,2026-04-07T00:00:00Z,154,1899-12-31T12:18:00Z,0,0,0,2,0,3,0,0,0,0,NA,NA,2026-04-07T12:18:00Z,5
155,SN,2026-04-07T00:00:00Z,155,1899-12-31T12:18:00Z,0,0,0,3,0,2,0,0,0,0,NA,NA,2026-04-07T12:18:00Z,5
156,SN,2026-04-07T00:00:00Z,156,1899-12-31T12:19:00Z,0,0,0,7,0,1,0,0,0,0,NA,NA,2026-04-07T12:19:00Z,8
157,SN,2026-04-07T00:00:00Z,157,1899-12-31T12:19:00Z,0,0,0,4,0,1,0,0,0,0,NA,NA,2026-04-07T12:19:00Z,5
158,SN,2026-04-07T00:00:00Z,158,1899-12-31T12:19:00Z,0,0,0,2,0,1,0,0,0,0,NA,NA,2026-04-07T12:19:00Z,3
159,SN,2026-04-07T00:00:00Z,159,1899-12-31T12:20:00Z,0,0,0,3,0,1,0,0,2,0,NA,NA,2026-04-07T12:20:00Z,6
160,SN,2026-04-07T00:00:00Z,160,1899-12-31T12:20:00Z,0,0,0,9,0,1,0,0,0,0,NA,NA,2026-04-07T12:20:00Z,10
161,SN,2026-04-07T00:00:00Z,161,1899-12-31T12:21:00Z,0,0,0,2,0,0,0,0,0,0,NA,NA,2026-04-07T12:21:00Z,2
162,SN,2026-04-07T00:00:00Z,162,1899-12-31T12:22:00Z,0,0,0,8,0,3,0,0,0,0,NA,NA,2026-04-07T12:22:00Z,11
163,SN,2026-04-07T00:00:00Z,163,1899-12-31T12:23:00Z,0,0,0,2,1,0,1,0,0,0,NA,NA,2026-04-07T12:23:00Z,4
164,SN,2026-04-07T00:00:00Z,164,1899-12-31T12:24:00Z,3,0,3,0,11,0,0,0,0,0,NA,NA,2026-04-07T12:24:00Z,17
165,SN,2026-04-07T00:00:00Z,165,1899-12-31T12:26:00Z,5,0,0,2,2,0,0,0,0,0,NA,NA,2026-04-07T12:26:00Z,9
166,SN,2026-04-07T00:00:00Z,166,1899-12-31T12:32:00Z,2,0,0,12,0,0,0,0,0,0,NA,NA,2026-04-07T12:32:00Z,14
167,SN,2026-04-07T00:00:00Z,167,1899-12-31T12:34:00Z,6,0,0,7,0,0,0,0,0,0,NA,NA,2026-04-07T12:34:00Z,13
168,SN,2026-04-07T00:00:00Z,168,1899-12-31T12:34:00Z,1,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T12:34:00Z,4
169,SN,2026-04-07T00:00:00Z,169,1899-12-31T12:35:00Z,2,0,0,6,0,0,0,0,0,0,NA,NA,2026-04-07T12:35:00Z,8
170,SN,2026-04-07T00:00:00Z,170,1899-12-31T12:36:00Z,0,0,0,3,0,1,0,0,0,0,NA,NA,2026-04-07T12:36:00Z,4
171,SN,2026-04-07T00:00:00Z,171,1899-12-31T12:36:00Z,0,0,0,2,0,1,0,0,0,0,NA,NA,2026-04-07T12:36:00Z,3
172,SN,2026-04-07T00:00:00Z,172,1899-12-31T12:37:00Z,3,0,0,0,0,0,2,0,0,0,NA,NA,2026-04-07T12:37:00Z,5
173,SN,2026-04-07T00:00:00Z,173,1899-12-31T12:38:00Z,0,3,0,0,0,0,0,0,0,0,NA,NA,2026-04-07T12:38:00Z,3
